HHID,AvgTRIPDIST,AvgTRIPSPD,AvgTRIPDUR(S)
100019,4.35,20.45,746.69
100020,7.41,23.94,1048.11
100026,9.19,30.65,976.85
100029,10.26,31.29,956.88
100039,6.27,18.78,786.57
100040,5.98,30.34,684.23
100049,6.33,26.98,701.90
100050,4.03,23.21,659.50
100079,8.35,31.66,793.88
100081,11.97,27.98,1238.92
100084,1.89,22.83,293.27
100087,6.33,29.99,699.65
100118,5.31,26.15,665.31
100120,2.90,22.81,422.33
100126,3.94,18.76,733.19
100131,16.32,30.07,1279.93
100135,3.18,20.45,516.77
100136,5.07,27.63,583.80
100139,1.29,19.35,268.25
100140,1.93,18.10,388.91
100153,6.97,23.85,807.38
100157,11.09,30.14,1021.00
100170,11.91,18.83,2013.50
100175,12.50,34.70,1244.53
100176,45.84,38.58,3709.71
100177,7.70,25.82,911.68
100185,10.89,24.59,1291.28
100191,6.59,24.37,843.50
100195,10.98,27.93,1292.71
100200,5.90,22.14,1125.30
100205,11.93,33.14,1128.44
100206,4.03,17.75,771.71
100210,13.77,31.87,1653.67
100216,5.75,27.38,710.61
100218,4.34,23.62,818.90
100238,5.21,24.19,856.62
100241,7.78,31.14,1095.25
100244,8.03,23.57,1188.50
100245,10.92,33.10,1084.67
100255,15.09,23.26,1393.90
100258,6.31,21.06,1022.75
100263,5.37,20.53,848.10
100266,5.56,18.41,619.94
100268,5.63,18.34,1041.58
100274,3.48,16.49,760.13
100275,2.40,18.23,420.23
100288,4.02,22.34,529.40
100289,3.11,22.60,495.00
100292,5.14,21.74,692.61
100309,5.67,25.15,776.61
100323,7.44,25.96,1007.34
100326,1.63,16.61,325.00
100328,10.13,27.28,1194.50
100337,7.50,29.22,704.25
100341,12.74,23.74,1177.35
100347,14.66,34.15,1453.31
100350,5.07,26.87,782.12
100370,8.30,20.98,1065.90
100373,3.74,19.16,650.25
100383,4.39,19.27,630.51
100387,4.06,24.75,510.73
100394,7.02,25.65,859.29
100402,5.79,24.59,710.00
100419,2.86,18.71,545.40
100422,11.91,33.96,1098.60
100428,7.02,32.05,756.33
100435,10.89,30.27,1265.89
100453,8.49,22.15,991.69
100465,8.91,30.76,859.41
100486,10.32,30.41,1173.12
100488,6.89,20.79,1067.23
100489,5.39,24.93,691.74
100497,6.47,21.29,954.68
100499,4.59,18.02,1079.59
100501,14.76,29.09,4630.50
100505,15.68,25.44,1747.84
100508,17.34,36.88,1516.32
100513,15.02,32.14,1231.12
100514,7.30,24.41,931.18
100536,2.66,16.37,660.05
100537,5.67,19.45,925.58
100542,1.40,18.26,295.83
100555,3.70,20.74,659.08
100561,6.43,20.94,1105.00
100573,7.67,22.54,1019.79
100588,3.96,22.31,593.40
100593,6.08,27.30,604.46
100601,8.21,24.67,1065.87
100604,6.66,22.41,1031.50
100605,6.98,29.74,692.00
100607,5.03,24.31,655.08
100645,4.05,20.81,643.08
100647,12.78,25.13,1900.27
100666,4.14,25.32,545.60
100698,5.40,24.73,708.92
100705,3.51,19.91,699.94
100726,13.41,29.24,1220.94
100741,1.18,16.41,261.00
100773,2.50,20.26,402.00
100775,15.82,26.02,1545.74
100776,14.55,31.98,1244.57
100788,5.44,21.96,862.69
100801,13.57,36.23,1049.41
100831,6.14,26.28,690.56
100833,7.27,27.28,936.58
100851,4.77,23.35,596.18
100852,2.69,20.66,489.50
100891,6.60,28.49,769.88
100892,8.88,27.79,1005.80
100894,11.71,27.51,1066.22
100926,4.60,28.36,476.22
100949,6.42,22.33,792.65
100954,7.43,22.33,1061.50
100956,6.11,23.58,653.68
100961,6.28,15.47,1783.14
100967,6.00,26.15,697.88
101008,7.06,27.34,850.37
101020,4.28,25.90,588.90
101054,5.02,23.45,680.39
101085,6.68,24.60,873.19
101086,0.41,9.99,151.67
101104,8.22,30.62,916.00
101112,5.10,25.15,682.54
101116,4.26,20.49,726.81
101120,2.82,19.85,444.08
101181,13.07,32.45,1245.08
101190,7.23,26.13,946.71
101204,1.88,16.36,391.89
101209,4.32,19.83,756.00
101213,9.16,28.49,1026.42
101214,4.49,24.45,812.09
101224,1.15,14.30,262.80
101225,10.02,34.11,1042.32
101258,2.78,18.36,526.19
101270,5.62,20.23,951.35
101274,5.54,22.05,838.13
101302,2.18,15.35,472.25
101308,2.81,21.55,409.40
101312,5.69,23.86,809.24
101340,8.09,23.65,917.37
101371,2.27,15.52,528.64
101406,8.07,28.07,885.37
101407,5.77,23.72,811.00
101411,5.37,22.80,677.71
101414,5.28,21.03,960.44
101420,7.64,25.90,861.53
101421,1.86,16.76,408.08
101431,21.08,33.54,1205.96
101432,3.65,22.44,596.12
101446,7.33,25.07,953.55
101450,2.61,18.08,475.90
101459,2.02,17.80,390.38
101470,0.90,15.58,213.41
101471,12.44,30.48,1325.76
101474,10.02,29.39,1066.23
101476,4.57,21.21,692.76
101482,4.13,21.47,614.26
101497,5.06,19.38,897.24
101500,16.07,36.69,1308.08
101501,5.59,21.67,718.27
101509,14.53,31.59,1467.78
101520,5.16,22.10,764.15
101535,12.83,32.47,1142.06
101536,9.81,29.80,1233.30
101539,8.90,25.36,792.39
101549,4.13,18.83,788.63
101571,3.30,19.71,503.78
101574,13.88,31.58,1348.76
101589,3.68,22.48,545.61
101593,9.06,28.03,983.35
101597,7.24,24.83,965.10
101598,4.26,22.09,670.86
101616,7.88,24.27,1037.33
101632,5.57,21.85,791.83
101652,7.17,24.41,934.70
101686,5.13,22.14,1987.00
101689,10.08,30.24,997.00
101696,9.92,27.14,926.29
101704,8.06,22.34,852.29
101711,5.12,22.72,701.83
101715,7.71,27.36,951.93
101731,35.72,36.88,2102.50
101734,7.82,30.35,807.09
101757,10.13,30.50,1100.84
101761,0.40,25.04,58.00
101800,2.10,21.32,316.35
101803,7.60,23.31,983.83
101815,6.77,24.42,626.67
101821,4.84,23.92,580.41
101823,7.06,27.82,883.11
101824,7.42,28.90,787.25
101825,5.77,25.69,667.89
101829,2.46,21.96,378.50
101836,4.68,22.09,758.83
101846,0.71,14.73,173.00
101847,6.33,23.72,1263.52
101852,12.27,36.19,1228.20
101865,6.19,18.66,756.31
101909,4.00,17.13,510.07
101911,9.62,28.30,917.28
101936,20.82,29.07,1777.10
101945,4.06,21.94,668.40
101950,4.64,22.21,751.00
101951,3.77,23.41,505.29
101983,8.36,32.88,821.67
102023,9.16,27.24,1232.59
102032,42.58,33.01,2710.73
102043,1.92,22.02,323.29
102053,4.08,24.62,532.11
102070,4.16,19.12,793.54
102089,10.59,29.22,1111.63
102102,3.22,19.49,595.33
102104,13.25,34.60,1190.85
102108,1.51,18.56,314.25
102119,13.66,28.28,1195.73
102127,6.51,28.09,818.86
102134,5.29,22.24,869.62
102140,7.62,28.92,880.89
102153,16.01,37.56,1301.04
102161,6.87,25.06,901.81
102165,3.25,25.88,410.63
102175,10.10,51.10,687.40
102194,18.56,33.99,1455.27
102217,5.73,21.44,1048.25
102238,4.75,19.92,609.03
102250,18.52,35.60,1662.93
102260,2.31,18.38,410.94
102262,5.27,23.71,691.75
102265,3.73,24.01,512.82
102292,2.63,22.03,433.50
102293,5.63,25.29,798.13
102305,6.94,28.28,859.29
102310,7.53,23.92,921.54
102333,3.82,22.73,472.85
102365,13.27,30.51,1224.32
102371,4.05,17.73,758.82
102403,4.53,20.23,690.96
102404,5.02,20.33,881.48
102405,7.91,30.55,848.50
102406,4.96,23.49,606.50
102431,4.17,27.05,455.87
102464,4.28,20.85,678.16
102472,0.67,15.36,171.96
102505,9.17,26.02,1008.55
102513,1.17,16.11,247.83
102521,2.37,19.16,424.60
102522,21.69,31.54,1519.67
102523,11.43,36.25,1143.74
102545,8.75,30.74,721.93
102549,3.94,19.34,648.00
102570,8.58,26.82,1150.67
102611,1.87,17.38,417.57
102624,6.70,20.11,848.00
102683,5.68,23.26,732.34
102719,4.76,21.63,619.83
102728,3.06,19.42,566.00
102777,4.08,20.13,623.23
102795,8.89,26.26,1568.45
102799,20.08,36.15,1682.82
102810,4.96,13.92,1281.00
102830,3.55,23.22,489.00
102838,3.39,18.86,557.07
102854,9.86,34.87,900.60
102860,7.71,27.67,917.26
102872,2.54,20.08,329.40
102902,2.52,16.18,531.26
102914,4.32,20.05,697.69
102917,1.94,16.54,421.38
102923,3.18,22.53,476.10
102938,2.83,19.36,416.58
102940,3.80,27.09,504.00
102943,2.65,19.81,441.67
102946,7.18,24.72,967.38
102957,8.55,24.58,829.71
102967,7.32,30.91,759.85
102968,6.56,25.26,851.26
102991,8.24,28.25,755.05
103012,13.70,37.94,1215.73
103072,4.86,20.35,752.57
103076,8.67,30.11,843.69
103082,3.30,19.78,481.89
103088,7.94,26.09,951.97
103092,1.92,18.26,333.00
103095,1.86,25.62,264.00
103097,12.15,36.95,1106.67
103100,14.62,26.48,1213.30
103103,4.28,18.55,666.00
103120,3.67,21.31,601.68
103122,3.10,20.83,546.00
103125,3.02,20.12,557.31
103146,3.85,20.93,577.91
103160,4.61,21.26,660.59
103166,5.08,26.76,615.33
103168,4.10,20.62,599.20
103173,1.67,22.15,269.86
103180,11.80,30.16,1150.25
103189,4.46,20.63,778.65
103203,19.48,27.93,2090.92
103215,9.30,27.36,972.96
103219,8.29,25.03,981.56
103223,7.67,22.03,1171.11
103225,6.30,25.87,737.29
103237,10.04,21.49,1119.89
103238,5.75,23.16,860.32
103246,4.12,20.27,676.04
103249,4.40,20.85,799.27
103265,9.02,24.40,1165.95
103267,4.24,19.88,679.11
103270,3.16,18.93,521.75
103272,6.94,27.38,842.29
103273,3.77,22.23,553.37
103276,4.06,20.80,689.20
103278,3.23,23.07,486.30
103305,13.02,36.15,1181.58
103308,4.92,21.98,665.95
103310,2.67,15.96,703.80
103319,8.16,25.75,1078.29
103323,8.66,26.42,1038.95
103331,1.47,15.11,335.67
103374,3.56,18.67,638.60
103381,5.13,26.43,614.57
103404,1.89,20.03,357.20
103423,4.20,13.75,1040.63
103435,8.86,30.96,932.74
103440,3.50,16.14,975.78
103469,2.84,22.64,425.25
103473,5.54,25.91,711.60
103474,5.61,34.02,597.20
103475,6.19,29.49,761.00
103487,7.58,27.22,753.52
103490,3.90,23.86,491.56
103500,4.02,22.08,625.50
103506,2.50,17.70,537.88
103521,6.80,30.70,744.57
103529,11.87,37.55,1121.66
103530,11.45,32.13,906.00
103534,4.27,22.91,658.65
103544,6.18,24.35,750.05
103548,9.85,23.78,1344.00
103552,21.08,33.26,1538.50
103554,11.61,31.14,1299.40
103568,8.32,30.62,900.54
103571,3.52,19.29,557.91
103576,4.62,23.77,614.86
103580,2.57,19.85,446.94
103583,7.40,21.60,1217.56
103586,4.89,25.63,636.20
103597,4.98,28.92,580.67
103598,7.59,23.27,1123.10
103606,9.54,29.29,986.34
103610,3.92,22.11,596.84
103617,3.76,19.91,666.40
103621,7.02,20.39,801.06
103623,4.66,20.54,752.59
103626,7.23,37.36,662.44
103653,4.34,25.95,544.57
103657,8.42,32.36,946.17
103664,6.36,22.15,941.18
103666,3.39,25.01,530.42
103669,4.23,22.52,597.47
103672,3.82,22.30,531.69
103677,9.76,22.44,848.53
103680,3.98,28.07,445.00
103683,5.60,24.75,637.32
103712,4.37,22.04,582.14
103713,5.68,25.98,618.26
103724,9.08,27.23,960.93
103725,6.53,22.07,751.44
103726,4.95,25.85,578.43
103727,7.42,29.51,746.43
103741,5.00,23.26,676.37
103755,2.62,19.26,450.38
103760,3.96,22.60,531.57
103773,2.28,19.94,398.44
103788,8.10,26.19,945.25
103809,9.12,29.71,908.11
103811,7.31,31.33,746.80
103812,4.01,22.97,698.97
103819,5.19,24.29,703.65
103826,3.34,16.54,742.42
103831,6.53,18.43,600.75
103832,9.91,26.18,1002.40
103833,5.76,27.35,655.86
103837,11.49,21.27,1122.83
103845,10.22,27.30,1099.57
103865,3.60,19.30,657.85
103869,7.08,25.76,952.47
103877,8.13,25.78,835.04
103883,11.09,25.58,1295.93
103886,17.13,26.43,1675.79
103887,4.14,22.83,576.24
103890,7.36,22.98,744.40
103916,2.91,19.15,467.06
103934,2.75,22.64,361.00
103941,5.19,25.41,737.80
103950,6.08,28.04,757.73
103962,9.51,27.62,1074.09
103963,3.05,19.53,473.90
103969,17.13,23.42,1468.45
103971,4.16,19.68,769.74
103974,10.60,28.84,1606.78
103975,4.10,21.70,667.32
103982,11.48,24.41,1267.90
103985,2.18,17.19,438.00
103986,15.89,30.38,1599.26
103993,9.32,24.21,1278.47
104000,5.51,24.66,737.70
104001,8.46,32.47,929.38
104004,5.14,25.57,654.87
104025,7.02,25.01,797.76
104026,4.52,27.54,570.95
104028,6.61,23.95,775.07
104030,4.09,22.83,588.71
104033,7.82,30.46,781.69
104048,6.63,21.32,857.13
104050,4.11,22.36,626.54
104052,2.64,19.36,489.08
104055,2.81,19.87,452.00
104060,7.34,28.03,916.85
104063,0.96,13.64,288.00
104076,6.19,15.13,1259.00
104080,2.38,18.96,427.63
104081,5.66,26.26,730.76
104085,2.69,15.33,704.36
104093,7.19,26.52,722.13
104094,8.36,22.52,1147.60
104099,14.49,33.21,1215.00
104109,18.25,27.42,1738.33
104112,5.14,23.94,715.20
104125,24.68,34.81,1887.29
104138,3.74,20.94,621.05
104140,12.41,33.44,1287.36
104143,4.07,16.59,770.67
104147,9.51,24.08,987.76
104159,2.69,17.75,485.80
104169,3.32,16.99,532.57
104195,1.84,17.71,367.38
104209,13.36,27.18,1481.63
104215,7.28,26.18,890.15
104222,15.30,39.40,1756.25
104229,5.71,20.96,605.19
104253,5.01,25.31,688.50
104271,5.40,24.99,669.31
104275,16.10,33.51,1421.64
104276,3.85,22.63,523.47
104280,9.53,28.74,959.95
104291,2.53,16.15,504.36
104293,7.31,25.48,1004.45
104295,4.03,23.33,636.79
104297,6.35,22.15,885.40
104298,7.09,30.84,688.13
104304,3.76,15.65,1050.00
104305,2.78,19.24,468.32
104306,4.51,27.56,548.94
104307,1.68,16.08,312.08
104314,5.78,23.52,777.10
104326,11.67,31.82,1011.57
104329,6.28,30.11,698.80
104330,2.88,18.96,519.48
104332,4.29,25.21,523.79
104337,3.70,21.45,520.92
104340,7.47,25.61,1008.60
104343,3.63,18.98,633.14
104350,2.55,19.48,387.67
104364,4.41,22.66,633.73
104366,5.16,26.76,664.44
104368,2.55,18.40,510.94
104391,5.43,27.87,621.95
104393,6.82,31.56,722.32
104395,4.89,29.19,446.63
104398,4.31,23.01,626.39
104404,6.26,26.84,684.98
104408,25.60,33.79,1786.68
104412,7.18,27.78,691.17
104432,8.67,23.33,1331.80
104440,11.17,32.32,1042.45
104443,6.59,22.14,800.27
104445,5.17,23.65,673.05
104466,4.13,28.05,484.17
104483,7.40,24.88,1001.26
104492,6.64,31.31,683.36
104493,15.26,40.42,1349.00
104503,6.89,26.49,767.74
104504,5.21,29.28,596.29
104512,6.17,25.00,733.83
104517,3.86,23.64,489.76
104522,7.92,27.28,997.06
104528,5.57,22.72,1145.05
104532,12.60,30.15,1175.73
104536,12.59,27.98,1142.83
104542,15.23,28.60,1302.50
104552,8.77,26.56,1151.00
104553,4.01,18.55,701.25
104594,4.37,21.60,693.53
104601,2.64,17.74,503.39
104607,4.83,23.18,697.17
104616,4.52,24.75,591.24
104651,1.31,15.54,299.00
104653,9.84,35.16,938.44
104657,4.06,26.55,458.50
104661,6.30,29.15,632.12
104669,1.97,15.50,478.50
104678,12.63,31.85,1304.69
104693,3.95,19.03,731.00
104697,4.74,24.33,602.23
104698,6.67,24.48,701.10
104702,2.78,19.35,493.63
104706,8.34,27.59,939.62
104726,8.56,27.80,881.88
104736,9.57,37.91,878.76
104741,4.93,26.14,608.85
104760,6.85,30.43,704.75
104761,2.68,18.96,464.87
104762,2.12,17.64,372.14
104763,7.10,21.54,951.15
104784,5.86,24.51,665.21
104785,29.66,36.57,2201.30
104790,3.70,23.09,524.00
104794,7.62,17.52,1110.00
104798,7.67,21.56,2413.69
104827,4.63,20.96,769.93
104829,4.10,24.81,605.65
104850,13.18,31.20,1243.88
104862,3.91,20.30,612.23
104870,7.94,30.02,895.67
104874,12.58,30.90,1022.66
104880,6.70,22.70,1001.21
104881,4.14,22.01,661.63
104903,6.34,20.20,885.69
104905,4.47,20.45,663.28
104906,16.65,34.12,1364.09
104909,6.25,23.33,710.02
104930,5.09,13.96,1170.45
104935,7.60,28.20,786.38
104973,6.67,26.62,759.75
104988,4.25,19.08,666.46
104991,7.77,28.15,985.42
104996,1.41,17.67,290.22
105006,13.41,34.06,1125.76
105008,4.36,22.43,659.45
105012,6.21,28.20,685.88
105024,23.67,33.67,1779.58
105027,6.56,24.51,922.65
105030,6.94,24.52,989.35
105033,3.27,21.94,505.31
105042,8.24,30.38,818.25
105043,9.54,26.31,1099.35
105046,7.01,28.43,734.62
105048,9.58,30.80,927.17
105052,3.25,17.58,615.02
105055,1.45,18.45,274.20
105066,4.60,19.51,849.00
105071,8.98,21.06,2964.18
105079,15.31,35.44,1297.00
105096,4.38,23.26,637.65
105099,7.16,24.87,812.35
105110,6.32,23.61,839.18
105122,4.28,24.84,577.41
105142,7.68,28.37,980.75
105146,9.23,27.18,1249.00
105147,5.76,19.38,751.61
105148,6.24,27.53,764.17
105151,9.74,31.00,871.04
105171,7.58,25.28,849.53
105188,2.77,22.26,362.30
105195,5.97,27.51,824.99
105206,8.41,25.21,692.17
105235,0.65,16.03,145.00
105238,6.07,24.14,733.34
105251,7.24,33.91,699.86
105259,27.33,38.23,1990.72
105269,4.61,23.60,774.25
105283,5.12,24.33,698.20
105295,7.26,30.07,806.40
105308,7.71,29.83,870.58
105311,5.01,19.36,870.50
105319,1.50,16.13,373.33
105322,4.07,26.57,507.92
105326,9.88,29.04,1075.71
105335,4.32,20.80,692.64
105363,3.12,19.24,520.08
105364,4.33,18.32,865.86
105367,3.90,25.76,500.07
105374,11.77,33.63,1084.79
105377,11.54,44.86,931.00
105390,20.45,38.63,1778.63
105416,14.10,29.43,1262.00
105417,3.52,21.98,540.90
105426,3.19,24.63,453.93
105429,1.00,17.52,213.33
105436,1.26,17.60,262.60
105444,4.23,25.69,507.83
105447,5.70,24.83,651.83
105450,3.38,22.06,435.83
105451,7.52,24.88,991.37
105452,3.64,18.29,578.67
105469,9.38,22.59,718.56
105482,5.02,24.43,642.75
105487,5.16,25.28,693.45
105488,10.10,30.32,1025.71
105492,3.04,18.00,556.08
105493,5.02,26.96,590.32
105495,4.00,24.09,573.00
105507,2.39,21.83,411.86
105524,3.62,12.47,1049.20
105545,7.88,19.71,1459.29
105554,11.59,30.94,1001.50
105558,2.86,20.73,483.40
105565,11.74,31.29,1127.43
105568,2.10,18.30,331.00
105577,2.58,19.32,438.82
105588,4.06,22.26,535.39
105593,6.28,27.62,701.43
105594,3.73,22.07,554.65
105607,5.75,27.20,691.66
105608,11.03,37.36,849.71
105611,9.72,25.90,1066.92
105621,5.65,28.37,657.06
105635,12.23,29.63,1290.42
105637,4.91,23.18,742.54
105640,10.71,31.38,1058.29
105642,4.51,24.09,664.71
105658,5.70,25.27,795.30
105659,29.82,31.20,2112.28
105668,5.50,23.94,709.18
105680,5.63,24.27,726.92
105689,27.73,39.69,2098.67
105690,3.88,23.92,530.83
105755,7.19,23.62,973.46
105758,3.23,19.78,568.68
105759,13.36,29.73,1628.18
105771,4.42,16.26,768.73
105775,3.34,20.05,438.79
105778,13.16,32.60,1272.78
105787,5.49,27.96,633.24
105791,2.57,19.81,468.25
105801,17.14,35.83,1414.40
105820,3.67,24.02,517.11
105840,8.25,32.27,766.73
105855,34.91,37.15,2127.84
105862,4.31,23.75,502.17
105877,15.55,44.18,1307.33
105902,7.95,24.50,977.50
105907,3.27,19.69,575.55
105928,3.74,19.75,660.41
105929,5.41,25.98,531.84
105940,4.85,20.28,923.47
105945,8.91,26.66,960.33
105955,6.36,23.30,822.90
105957,1.08,16.28,248.67
105964,7.27,26.56,728.78
105974,3.52,16.02,685.90
105976,32.10,41.82,2764.00
105978,11.91,29.45,1092.60
105988,5.96,24.20,675.33
105991,4.04,20.56,634.86
105995,4.62,23.37,662.25
106002,4.18,27.99,550.33
106003,11.49,26.60,1074.13
106004,11.27,32.51,1163.10
106013,1.97,14.54,468.67
106014,4.58,23.54,627.36
106016,7.96,27.14,880.00
106029,8.97,33.42,901.69
106032,2.41,12.57,749.20
106035,10.00,32.18,910.81
106043,1.73,18.08,349.83
106046,8.25,27.63,984.72
106056,4.57,23.57,521.00
106099,5.67,21.35,771.36
106100,6.32,31.78,664.25
106108,8.03,25.59,852.65
106111,4.01,16.24,881.58
106118,9.39,29.64,915.54
106128,7.17,28.52,894.74
106129,0.66,13.01,186.71
106133,5.30,26.30,691.68
106135,3.91,16.06,772.24
106146,8.50,28.82,1571.75
106147,3.18,22.38,458.22
106165,17.41,39.95,1320.42
106172,2.77,17.63,475.33
106174,4.34,21.49,609.37
106199,1.34,17.27,273.24
106238,8.00,28.17,815.43
106246,29.30,33.68,2145.70
106264,6.47,29.89,693.22
106274,12.08,24.99,1031.00
106275,5.75,26.63,628.70
106294,3.12,17.82,506.43
106314,7.14,28.45,830.54
106321,0.55,10.07,197.00
106335,2.71,16.47,403.02
106343,23.89,44.75,1627.25
106346,11.03,31.47,1167.92
106362,3.43,21.27,595.33
106369,3.73,25.88,422.55
106377,1.74,13.96,375.59
106381,3.27,23.03,474.80
106387,14.08,26.74,1242.39
106391,6.65,25.67,853.83
106402,1.60,18.30,305.86
106410,3.41,15.27,709.64
106411,4.71,21.54,740.83
106412,3.99,24.12,490.77
106433,8.68,32.52,932.90
106447,4.29,16.01,960.11
106497,1.90,21.13,270.92
106503,7.44,30.66,771.14
106505,2.51,17.42,463.64
106518,6.31,26.65,868.05
106526,3.25,24.49,476.60
106527,5.30,27.10,624.68
106530,6.29,30.68,666.47
106534,11.91,30.22,1091.57
106553,4.92,20.68,661.82
106564,5.61,23.01,664.62
106572,4.19,26.47,490.33
106587,17.22,30.70,1497.05
106593,3.90,19.22,743.75
106612,19.69,40.86,1349.29
106619,3.06,19.20,492.65
106623,3.70,21.10,397.11
106653,3.19,22.14,548.37
106658,16.21,42.94,1370.00
106695,15.11,29.43,1163.00
106698,8.14,28.49,770.08
106699,8.05,22.24,1196.46
106707,5.75,20.97,715.07
106712,4.68,21.33,712.00
106714,9.59,28.90,1040.96
106720,3.48,18.94,538.92
106721,6.59,27.28,681.11
106725,2.89,21.03,477.82
106731,5.19,26.84,696.67
106735,3.58,21.22,523.25
106737,7.54,24.72,990.68
106790,3.22,24.90,466.00
106798,7.54,25.38,984.69
106802,5.47,27.33,619.10
106807,2.56,20.21,462.25
106813,4.77,34.96,461.67
106815,9.60,31.00,924.55
106817,10.19,30.25,1015.69
106827,5.98,27.27,636.37
106831,4.49,21.63,609.06
106833,5.33,30.24,643.27
106834,2.84,15.49,724.41
106835,7.14,23.85,753.54
106836,7.61,30.49,752.81
106839,5.77,23.84,914.36
106841,3.62,22.40,482.84
106843,5.85,27.38,719.32
106847,6.11,27.79,681.40
106851,8.07,26.43,956.56
106853,10.72,27.47,1124.82
106881,10.08,29.96,1141.93
106885,13.19,31.95,1172.07
106892,7.76,27.60,909.03
106895,8.62,25.44,878.76
106903,2.81,18.99,487.00
106904,3.89,21.92,554.40
106906,3.19,27.65,432.96
106908,5.12,23.45,756.83
106913,4.02,23.99,533.69
106914,3.93,24.40,557.70
106917,7.67,24.50,645.17
106918,4.45,24.52,584.64
106921,2.41,19.12,449.12
106927,5.27,22.85,642.04
106934,9.95,34.81,852.48
106943,1.40,12.60,394.12
106947,6.96,27.12,780.53
106948,9.67,34.72,922.67
106953,4.64,24.68,597.77
106955,7.51,27.67,826.50
106956,2.46,20.34,390.92
106959,5.73,25.24,721.56
106990,15.27,28.69,1354.58
106994,12.28,37.20,1088.92
107031,6.89,27.14,844.86
107033,6.50,27.05,764.26
107045,10.91,35.38,988.94
107056,4.14,21.80,580.60
107061,6.66,22.15,656.25
107070,1.50,15.18,319.75
107072,8.31,33.92,855.43
107074,1.92,17.77,388.00
107077,6.45,26.54,782.51
107082,4.09,28.48,507.00
107089,7.62,29.43,865.82
107101,6.42,26.68,717.73
107106,3.01,17.17,409.04
107118,8.67,32.41,949.20
107128,9.98,26.72,1219.76
107140,8.68,30.00,788.88
107156,5.63,27.61,713.00
107183,5.99,26.61,753.90
107184,9.48,31.88,990.25
107195,18.53,34.21,1522.44
107200,6.12,21.74,832.92
107202,2.94,19.35,495.67
107206,7.01,27.93,827.73
107209,3.19,23.69,428.78
107210,5.32,25.72,711.00
107211,4.38,21.61,660.00
107215,3.51,19.85,650.89
107216,13.13,31.94,1207.09
107222,6.32,29.96,751.53
107227,5.08,22.16,627.26
107228,6.38,25.36,792.85
107236,10.76,32.67,1067.78
107240,3.92,23.27,540.40
107254,4.47,26.44,520.77
107266,7.72,27.10,1072.10
107276,3.94,22.40,599.12
107290,2.47,24.79,363.64
107293,9.64,36.45,800.21
107299,3.27,19.86,499.23
107309,7.05,27.64,862.26
107332,4.65,18.79,665.21
107336,18.69,31.29,2159.00
107340,0.32,10.86,102.75
